% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
5.457	1	15	546	8	5	28	9422
5.458	1	15	546	9	5	28	9422
5.459	1	15	546	10	5	28	9422
5.46	1	15	547	1	5	28	9422
5.461	1	15	547	2	5	28	9422
5.462	1	15	547	3	5	28	9422
5.463	1	15	547	4	5	28	9422
5.464	1	15	547	5	5	28	9422
5.465	1	15	547	6	5	28	9422
5.466	1	15	547	7	5	28	9422
5.467	1	15	547	8	5	28	9422
5.468	1	10	547	9	8	28	4587
5.468	1	15	547	9	5	28	4587
5.469	1	15	547	10	5	28	9422
5.47	1	15	548	1	5	28	9422
5.471	1	15	548	2	5	28	9422
5.472	1	15	548	3	5	28	9422
5.473	1	15	548	4	5	28	9422
5.474	1	15	548	5	5	28	9422
5.475	1	15	548	6	5	28	9422
5.476	1	15	548	7	5	28	9422
5.477	1	15	548	8	5	28	9422
5.478	1	15	548	9	5	28	9422
5.479	1	15	548	10	5	28	9422
5.48	1	15	549	1	5	28	9422
5.481	1	15	549	2	5	28	9422
5.482	1	15	549	3	5	28	9422
5.483	1	15	549	4	5	28	9422
5.484	1	15	549	5	5	28	9422
5.485	1	15	549	6	5	28	9422
5.486	1	15	549	7	5	28	9422
5.487	1	15	549	8	5	28	9422
5.488	1	15	549	9	5	28	9422
5.489	1	15	549	10	5	28	9422
5.49	1	15	550	1	5	28	9422
5.491	1	15	550	2	5	28	9422
5.492	1	15	550	3	5	28	9422
5.493	1	15	550	4	5	28	9422
5.494	1	15	550	5	5	28	9422
5.495	1	15	550	6	5	28	9422
5.496	1	15	550	7	5	28	9422
5.497	1	15	550	8	5	28	9422
5.498	1	15	550	9	5	28	9422
5.499	1	11	550	10	12	28	4587
5.499	1	15	550	10	5	28	4587
5.5	1	11	551	1	12	28	9422
5.501	1	11	551	2	12	28	9422
5.502	1	11	551	3	12	28	9422
5.503	1	11	551	4	12	28	9422
5.504	1	11	551	5	12	28	9422
5.505	1	11	551	6	12	28	9422
5.506	1	11	551	7	12	28	9422
5.507	1	11	551	8	12	28	9422
5.508	1	11	551	9	12	28	9422
5.509	1	11	551	10	12	28	9422
5.51	1	11	552	1	12	28	9422
5.511	1	11	552	2	12	28	9422
5.512	1	11	552	3	12	28	9422
5.513	1	11	552	4	12	28	9422
5.514	1	11	552	5	12	28	9422
5.515	1	11	552	6	12	28	9422
5.516	1	11	552	7	12	28	9422
5.517	1	11	552	8	12	28	9422
5.518	1	11	552	9	12	28	9422
5.519	1	11	552	10	12	28	9422
5.52	1	12	553	1	14	28	4587
5.52	1	11	553	1	12	28	4587
5.521	1	11	553	2	12	28	9422
5.522	1	11	553	3	12	28	9422
5.523	1	11	553	4	12	28	9422
5.524	1	11	553	5	12	28	9422
5.525	1	11	553	6	12	28	9422
5.526	1	11	553	7	12	28	9422
5.527	1	11	553	8	12	28	9422
5.528	1	11	553	9	12	28	9422
5.529	1	11	553	10	12	28	9422
5.53	1	11	554	1	12	28	9422
5.531	1	11	554	2	12	28	9422
5.532	1	11	554	3	12	28	9422
5.533	1	11	554	4	12	28	9422
5.534	1	11	554	5	12	28	9422
5.535	1	11	554	6	12	28	9422
5.536	1	11	554	7	12	28	9422
5.537	1	11	554	8	12	28	9422
5.538	1	11	554	9	12	28	9422
5.539	1	11	554	10	12	28	9422
5.54	1	11	555	1	12	28	9422
5.541	1	11	555	2	12	28	9422
5.542	1	11	555	3	12	28	9422
5.543	1	11	555	4	12	28	9422
5.544	1	11	555	5	12	28	9422
5.545	1	11	555	6	12	28	9422
5.546	1	11	555	7	12	28	9422
5.547	1	11	555	8	12	28	9422
5.548	1	11	555	9	12	28	9422
5.549	1	11	555	10	12	28	9422
5.55	1	11	556	1	12	28	9422
5.551	1	11	556	2	12	28	9422
5.552	1	11	556	3	12	28	9422
5.553	1	11	556	4	12	28	9422
5.554	1	11	556	5	12	28	9422
5.555	1	11	556	6	12	28	9422
5.556	1	11	556	7	12	28	9422
5.557	1	11	556	8	12	28	9422
5.558	1	11	556	9	12	28	9422
5.559	1	11	556	10	12	28	9422
5.56	1	11	557	1	12	28	9422
5.561	1	11	557	2	12	28	9422
5.562	1	11	557	3	12	28	9422
5.563	1	11	557	4	12	28	9422
5.564	1	2	557	5	7	28	9422
5.565	1	2	557	6	7	28	9422
5.566	1	2	557	7	7	28	9422
5.567	1	2	557	8	7	28	9422
5.568	1	2	557	9	7	28	9422
5.569	1	2	557	10	7	28	9422
5.57	1	2	558	1	7	28	9422
5.571	1	2	558	2	7	28	9422
5.572	1	2	558	3	7	28	9422
5.573	1	2	558	4	7	28	9422
5.574	1	5	558	5	4	28	4587
5.574	1	2	558	5	7	28	4587
5.575	1	2	558	6	7	28	9422
5.576	1	2	558	7	7	28	9422
5.577	1	2	558	8	7	28	9422
5.578	1	2	558	9	7	28	9422
5.579	1	2	558	10	7	28	9422
5.58	1	2	559	1	7	28	9422
5.581	1	2	559	2	7	28	9422
5.582	1	2	559	3	7	28	9422
5.583	1	2	559	4	7	28	9422
5.584	1	2	559	5	7	28	9422
5.585	1	2	559	6	7	28	9422
5.586	1	2	559	7	7	28	9422
5.587	1	2	559	8	7	28	9422
5.588	1	2	559	9	7	28	9422
5.589	1	2	559	10	7	28	9422
5.59	1	2	560	1	7	28	9422
5.591	1	2	560	2	7	28	9422
5.592	1	2	560	3	7	28	9422
5.593	1	2	560	4	7	28	9422
5.594	1	2	560	5	7	28	9422
5.595	1	2	560	6	7	28	9422
5.596	1	2	560	7	7	28	9422
5.597	1	2	560	8	7	28	9422
5.598	1	2	560	9	7	28	9422
5.599	1	2	560	10	7	28	9422
5.6	1	2	561	1	7	28	9422
5.601	1	2	561	2	7	28	9422
5.602	1	2	561	3	7	28	9422
5.603	1	2	561	4	7	28	9422
5.604	1	2	561	5	7	28	9422
5.605	1	2	561	6	7	28	9422
5.606	1	2	561	7	7	28	9422
5.607	1	2	561	8	7	28	9422
5.608	1	2	561	9	7	28	9422
5.609	1	2	561	10	7	28	9422
5.61	1	2	562	1	7	28	9422
5.611	1	2	562	2	7	28	9422
5.612	1	2	562	3	7	28	9422
5.613	1	2	562	4	7	28	9422
5.614	1	2	562	5	7	28	9422
5.615	1	2	562	6	7	28	9422
5.616	1	2	562	7	7	28	9422
5.617	1	2	562	8	7	28	9422
5.618	1	2	562	9	7	28	9422
5.619	1	2	562	10	7	28	9422
5.62	1	2	563	1	7	28	9422
5.621	1	2	563	2	7	28	9422
5.622	1	2	563	3	7	28	9422
5.623	1	2	563	4	7	28	9422
5.624	1	2	563	5	7	28	9422
5.625	1	2	563	6	7	28	9422
5.626	1	2	563	7	7	28	9422
5.627	1	2	563	8	7	28	9422
5.628	1	2	563	9	7	28	9422
5.629	1	2	563	10	7	28	9422
5.63	1	2	564	1	7	28	9422
5.631	1	2	564	2	7	28	9422
5.632	1	2	564	3	7	28	9422
5.633	1	14	564	4	15	28	9422
5.634	1	14	564	5	15	28	9422
5.635	1	14	564	6	15	28	9422
5.636	1	14	564	7	15	28	9422
5.637	1	14	564	8	15	28	9422
5.638	1	14	564	9	15	28	9422
5.639	1	14	564	10	15	28	9422
5.64	1	14	565	1	15	28	9422
5.641	1	14	565	2	15	28	9422
5.642	1	14	565	3	15	28	9422
5.643	1	14	565	4	15	28	9422
5.644	1	14	565	5	15	28	9422
5.645	1	14	565	6	15	28	9422
5.646	1	14	565	7	15	28	9422
5.647	1	14	565	8	15	28	9422
5.648	1	14	565	9	15	28	9422
5.649	1	14	565	10	15	28	9422
5.65	1	14	566	1	15	28	9422
5.651	1	14	566	2	15	28	9422
5.652	1	14	566	3	15	28	9422
5.653	1	14	566	4	15	28	9422
5.654	1	14	566	5	15	28	9422
5.655	1	14	566	6	15	28	9422
5.656	1	14	566	7	15	28	9422
5.657	1	14	566	8	15	28	9422
5.658	1	14	566	9	15	28	9422
5.659	1	14	566	10	15	28	9422
5.66	1	14	567	1	15	28	9422
5.661	1	14	567	2	15	28	9422
5.662	1	14	567	3	15	28	9422
5.663	1	14	567	4	15	28	9422
5.664	1	14	567	5	15	28	9422
5.665	1	14	567	6	15	28	9422
5.666	1	14	567	7	15	28	9422
5.667	1	14	567	8	15	28	9422
5.668	1	14	567	9	15	28	9422
5.669	1	14	567	10	15	28	9422
5.67	1	14	568	1	15	28	9422
5.671	1	14	568	2	15	28	9422
5.672	1	14	568	3	15	28	9422
5.673	1	14	568	4	15	28	9422
5.674	1	14	568	5	15	28	9422
5.675	1	14	568	6	15	28	9422
5.676	1	14	568	7	15	28	9422
5.677	1	14	568	8	15	28	9422
5.678	1	14	568	9	15	28	9422
5.679	1	14	568	10	15	28	9422
5.68	1	14	569	1	15	28	9422
5.681	1	14	569	2	15	28	9422
5.682	1	14	569	3	15	28	9422
5.683	1	14	569	4	15	28	9422
5.684	1	14	569	5	15	28	9422
5.685	1	14	569	6	15	28	9422
5.686	1	14	569	7	15	28	9422
5.687	1	14	569	8	15	28	9422
5.688	1	14	569	9	15	28	9422
5.689	1	14	569	10	15	28	9422
5.69	1	14	570	1	15	28	9422
5.691	1	14	570	2	15	28	9422
5.692	1	14	570	3	15	28	9422
5.693	1	14	570	4	15	28	9422
5.694	1	14	570	5	15	28	9422
5.695	1	14	570	6	15	28	9422
5.696	1	14	570	7	15	28	9422
5.697	1	14	570	8	15	28	9422
5.698	1	14	570	9	15	28	9422
5.699	1	15	570	10	5	28	4587
5.699	1	14	570	10	15	28	4587
5.7	1	14	571	1	15	28	9422
5.701	1	1	571	2	10	28	9422
5.702	1	1	571	3	10	28	9422
5.703	1	1	571	4	10	28	9422
5.704	1	1	571	5	10	28	9422
5.705	1	1	571	6	10	28	9422
5.706	1	1	571	7	10	28	9422
5.707	1	1	571	8	10	28	9422
5.708	1	1	571	9	10	28	9422
5.709	1	1	571	10	10	28	9422
5.71	1	1	572	1	10	28	9422
5.711	1	1	572	2	10	28	9422
5.712	1	1	572	3	10	28	9422
5.713	1	1	572	4	10	28	9422
5.714	1	1	572	5	10	28	9422
5.715	1	1	572	6	10	28	9422
5.716	1	1	572	7	10	28	9422
5.717	1	1	572	8	10	28	9422
5.718	1	1	572	9	10	28	9422
5.719	1	1	572	10	10	28	9422
5.72	1	1	573	1	10	28	9422
5.721	1	1	573	2	10	28	9422
5.722	1	1	573	3	10	28	9422
5.723	1	1	573	4	10	28	9422
5.724	1	1	573	5	10	28	9422
5.725	1	1	573	6	10	28	9422
5.726	1	1	573	7	10	28	9422
5.727	1	1	573	8	10	28	9422
5.728	1	1	573	9	10	28	9422
5.729	1	1	573	10	10	28	9422
5.73	1	1	574	1	10	28	9422
5.731	1	1	574	2	10	28	9422
5.732	1	1	574	3	10	28	9422
5.733	1	1	574	4	10	28	9422
5.734	1	1	574	5	10	28	9422
5.735	1	1	574	6	10	28	9422
5.736	1	1	574	7	10	28	9422
5.737	1	1	574	8	10	28	9422
5.738	1	1	574	9	10	28	9422
5.739	1	1	574	10	10	28	9422
5.74	1	1	575	1	10	28	9422
5.741	1	1	575	2	10	28	9422
5.742	1	1	575	3	10	28	9422
5.743	1	1	575	4	10	28	9422
5.744	1	1	575	5	10	28	9422
5.745	1	1	575	6	10	28	9422
5.746	1	1	575	7	10	28	9422
5.747	1	1	575	8	10	28	9422
5.748	1	1	575	9	10	28	9422
5.749	1	1	575	10	10	28	9422
5.75	1	1	576	1	10	28	9422
5.751	1	1	576	2	10	28	9422
5.752	1	1	576	3	10	28	9422
5.753	1	1	576	4	10	28	9422
5.754	1	1	576	5	10	28	9422
5.755	1	1	576	6	10	28	9422
5.756	1	1	576	7	10	28	9422
5.757	1	1	576	8	10	28	9422
5.758	1	1	576	9	10	28	9422
5.759	1	1	576	10	10	28	9422
5.76	1	1	577	1	10	28	9422
5.761	1	1	577	2	10	28	9422
5.762	1	1	577	3	10	28	9422
5.763	1	1	577	4	10	28	9422
5.764	1	11	577	5	12	28	4587
5.764	1	1	577	5	10	28	4587
5.765	1	1	577	6	10	28	9422
5.766	1	1	577	7	10	28	9422
5.767	1	1	577	8	10	28	9422
5.768	1	7	577	9	1	28	9422
5.769	1	7	577	10	1	28	9422
5.77	1	7	578	1	1	28	9422
5.771	1	7	578	2	1	28	9422
5.772	1	7	578	3	1	28	9422
5.773	1	7	578	4	1	28	9422
5.774	1	7	578	5	1	28	9422
5.775	1	7	578	6	1	28	9422
5.776	1	7	578	7	1	28	9422
5.777	1	7	578	8	1	28	9422
5.778	1	7	578	9	1	28	9422
5.779	1	7	578	10	1	28	9422
5.78	1	7	579	1	1	28	9422
5.781	1	7	579	2	1	28	9422
5.782	1	7	579	3	1	28	9422
5.783	1	7	579	4	1	28	9422
5.784	1	7	579	5	1	28	9422
5.785	1	7	579	6	1	28	9422
5.786	1	7	579	7	1	28	9422
5.787	1	7	579	8	1	28	9422
5.788	1	7	579	9	1	28	9422
5.789	1	7	579	10	1	28	9422
5.79	1	7	580	1	1	28	9422
5.791	1	7	580	2	1	28	9422
5.792	1	7	580	3	1	28	9422
5.793	1	7	580	4	1	28	9422
5.794	1	7	580	5	1	28	9422
5.795	1	7	580	6	1	28	9422
5.796	1	7	580	7	1	28	9422
5.797	1	7	580	8	1	28	9422
5.798	1	7	580	9	1	28	9422
5.799	1	7	580	10	1	28	9422
5.8	1	7	581	1	1	28	9422
5.801	1	7	581	2	1	28	9422
5.802	1	7	581	3	1	28	9422
5.803	1	7	581	4	1	28	9422
5.804	1	7	581	5	1	28	9422
5.805	1	7	581	6	1	28	9422
5.806	1	7	581	7	1	28	9422
5.807	1	7	581	8	1	28	9422
5.808	1	7	581	9	1	28	9422
5.809	1	7	581	10	1	28	9422
5.81	1	7	582	1	1	28	9422
5.811	1	7	582	2	1	28	9422
5.812	1	7	582	3	1	28	9422
5.813	1	7	582	4	1	28	9422
5.814	1	7	582	5	1	28	9422
5.815	1	7	582	6	1	28	9422
5.816	1	7	582	7	1	28	9422
5.817	1	7	582	8	1	28	9422
5.818	1	7	582	9	1	28	9422
5.819	1	7	582	10	1	28	9422
5.82	1	7	583	1	1	28	9422
5.821	1	7	583	2	1	28	9422
5.822	1	7	583	3	1	28	9422
5.823	1	7	583	4	1	28	9422
5.824	1	7	583	5	1	28	9422
5.825	1	7	583	6	1	28	9422
5.826	1	7	583	7	1	28	9422
5.827	1	7	583	8	1	28	9422
5.828	1	7	583	9	1	28	9422
5.829	1	7	583	10	1	28	9422
5.83	1	7	584	1	1	28	9422
5.831	1	7	584	2	1	28	9422
5.832	1	7	584	3	1	28	9422
5.833	1	2	584	4	7	28	4587
5.833	1	7	584	4	1	28	4587
5.834	1	7	584	5	1	28	9422
5.835	1	7	584	6	1	28	9422
5.836	1	8	584	7	11	28	9422
5.837	1	8	584	8	11	28	9422
5.838	1	8	584	9	11	28	9422
5.839	1	8	584	10	11	28	9422
5.84	1	8	585	1	11	28	9422
5.841	1	8	585	2	11	28	9422
5.842	1	8	585	3	11	28	9422
5.843	1	8	585	4	11	28	9422
5.844	1	8	585	5	11	28	9422
5.845	1	8	585	6	11	28	9422
5.846	1	8	585	7	11	28	9422
5.847	1	8	585	8	11	28	9422
5.848	1	8	585	9	11	28	9422
5.849	1	8	585	10	11	28	9422
5.85	1	8	586	1	11	28	9422
5.851	1	8	586	2	11	28	9422
5.852	1	8	586	3	11	28	9422
5.853	1	8	586	4	11	28	9422
5.854	1	8	586	5	11	28	9422
5.855	1	8	586	6	11	28	9422
5.856	1	8	586	7	11	28	9422
5.857	1	8	586	8	11	28	9422
5.858	1	8	586	9	11	28	9422
5.859	1	8	586	10	11	28	9422
5.86	1	8	587	1	11	28	9422
5.861	1	8	587	2	11	28	9422
5.862	1	8	587	3	11	28	9422
5.863	1	8	587	4	11	28	9422
5.864	1	8	587	5	11	28	9422
5.865	1	8	587	6	11	28	9422
5.866	1	8	587	7	11	28	9422
5.867	1	8	587	8	11	28	9422
5.868	1	8	587	9	11	28	9422
5.869	1	8	587	10	11	28	9422
5.87	1	8	588	1	11	28	9422
5.871	1	8	588	2	11	28	9422
5.872	1	8	588	3	11	28	9422
5.873	1	8	588	4	11	28	9422
5.874	1	8	588	5	11	28	9422
5.875	1	8	588	6	11	28	9422
5.876	1	8	588	7	11	28	9422
5.877	1	8	588	8	11	28	9422
5.878	1	8	588	9	11	28	9422
5.879	1	8	588	10	11	28	9422
5.88	1	8	589	1	11	28	9422
5.881	1	8	589	2	11	28	9422
5.882	1	8	589	3	11	28	9422
5.883	1	8	589	4	11	28	9422
5.884	1	8	589	5	11	28	9422
5.885	1	8	589	6	11	28	9422
5.886	1	8	589	7	11	28	9422
5.887	1	8	589	8	11	28	9422
5.888	1	8	589	9	11	28	9422
5.889	1	8	589	10	11	28	9422
5.89	1	8	590	1	11	28	9422
5.891	1	8	590	2	11	28	9422
5.892	1	8	590	3	11	28	9422
5.893	1	8	590	4	11	28	9422
5.894	1	8	590	5	11	28	9422
5.895	1	8	590	6	11	28	9422
5.896	1	8	590	7	11	28	9422
5.897	1	8	590	8	11	28	9422
5.898	1	8	590	9	11	28	9422
5.899	1	8	590	10	11	28	9422
5.9	1	14	591	1	15	28	4587
5.9	1	8	591	1	11	28	4587
5.901	1	8	591	2	11	28	9422
5.902	1	8	591	3	11	28	9422
5.903	1	9	591	4	6	28	4587
5.903	1	8	591	4	11	28	4587
5.904	1	9	591	5	6	28	9422
5.905	1	9	591	6	6	28	9422
5.906	1	9	591	7	6	28	9422
5.907	1	9	591	8	6	28	9422
5.908	1	9	591	9	6	28	9422
5.909	1	9	591	10	6	28	9422
5.91	1	9	592	1	6	28	9422
5.911	1	9	592	2	6	28	9422
5.912	1	9	592	3	6	28	9422
5.913	1	9	592	4	6	28	9422
5.914	1	9	592	5	6	28	9422
5.915	1	9	592	6	6	28	9422
5.916	1	9	592	7	6	28	9422
5.917	1	9	592	8	6	28	9422
5.918	1	9	592	9	6	28	9422
5.919	1	9	592	10	6	28	9422
5.92	1	9	593	1	6	28	9422
5.921	1	9	593	2	6	28	9422
5.922	1	9	593	3	6	28	9422
5.923	1	9	593	4	6	28	9422
5.924	1	9	593	5	6	28	9422
5.925	1	9	593	6	6	28	9422
5.926	1	9	593	7	6	28	9422
5.927	1	9	593	8	6	28	9422
5.928	1	9	593	9	6	28	9422
5.929	1	9	593	10	6	28	9422
5.93	1	9	594	1	6	28	9422
5.931	1	9	594	2	6	28	9422
5.932	1	9	594	3	6	28	9422
5.933	1	9	594	4	6	28	9422
5.934	1	9	594	5	6	28	9422
5.935	1	9	594	6	6	28	9422
5.936	1	9	594	7	6	28	9422
5.937	1	9	594	8	6	28	9422
5.938	1	9	594	9	6	28	9422
5.939	1	9	594	10	6	28	9422
5.94	1	9	595	1	6	28	9422
5.941	1	9	595	2	6	28	9422
5.942	1	9	595	3	6	28	9422
5.943	1	9	595	4	6	28	9422
5.944	1	9	595	5	6	28	9422
5.945	1	9	595	6	6	28	9422
5.946	1	9	595	7	6	28	9422
5.947	1	9	595	8	6	28	9422
5.948	1	9	595	9	6	28	9422
5.949	1	9	595	10	6	28	9422
5.95	1	9	596	1	6	28	9422
5.951	1	9	596	2	6	28	9422
5.952	1	9	596	3	6	28	9422
5.953	1	9	596	4	6	28	9422
5.954	1	9	596	5	6	28	9422
5.955	1	9	596	6	6	28	9422
5.956	1	9	596	7	6	28	9422
5.957	1	9	596	8	6	28	9422
5.958	1	9	596	9	6	28	9422
5.959	1	9	596	10	6	28	9422
5.96	1	9	597	1	6	28	9422
5.961	1	9	597	2	6	28	9422
5.962	1	9	597	3	6	28	9422
5.963	1	9	597	4	6	28	9422
5.964	1	9	597	5	6	28	9422
5.965	1	9	597	6	6	28	9422
5.966	1	9	597	7	6	28	9422
5.967	1	9	597	8	6	28	9422
5.968	1	1	597	9	10	28	4587
5.968	1	9	597	9	6	28	4587
5.969	1	9	597	10	6	28	9422
5.97	1	9	598	1	6	28	9422
5.971	1	3	598	2	2	28	9422
5.972	1	3	598	3	2	28	9422
5.973	1	3	598	4	2	28	9422
5.974	1	3	598	5	2	28	9422
5.975	1	3	598	6	2	28	9422
5.976	1	3	598	7	2	28	9422
5.977	1	3	598	8	2	28	9422
5.978	1	3	598	9	2	28	9422
5.979	1	3	598	10	2	28	9422
5.98	1	3	599	1	2	28	9422
5.981	1	3	599	2	2	28	9422
5.982	1	3	599	3	2	28	9422
5.983	1	3	599	4	2	28	9422
5.984	1	3	599	5	2	28	9422
5.985	1	3	599	6	2	28	9422
5.986	1	3	599	7	2	28	9422
5.987	1	3	599	8	2	28	9422
5.988	1	3	599	9	2	28	9422
5.989	1	3	599	10	2	28	9422
5.99	1	3	600	1	2	28	9422
5.991	1	3	600	2	2	28	9422
5.992	1	3	600	3	2	28	9422
5.993	1	3	600	4	2	28	9422
5.994	1	3	600	5	2	28	9422
5.995	1	3	600	6	2	28	9422
5.996	1	3	600	7	2	28	9422
5.997	1	3	600	8	2	28	9422
5.998	1	3	600	9	2	28	9422
5.999	1	3	600	10	2	28	9422
6	1	3	601	1	2	28	9422
6.001	1	3	601	2	2	28	9422
6.002	1	3	601	3	2	28	9422
6.003	1	3	601	4	2	28	9422
6.004	1	3	601	5	2	28	9422
6.005	1	3	601	6	2	28	9422
6.006	1	3	601	7	2	28	9422
6.007	1	3	601	8	2	28	9422
6.008	1	3	601	9	2	28	9422
6.009	1	3	601	10	2	28	9422
6.01	1	3	602	1	2	28	9422
6.011	1	3	602	2	2	28	9422
6.012	1	3	602	3	2	28	9422
6.013	1	3	602	4	2	28	9422
6.014	1	3	602	5	2	28	9422
6.015	1	3	602	6	2	28	9422
6.016	1	3	602	7	2	28	9422
6.017	1	3	602	8	2	28	9422
6.018	1	3	602	9	2	28	9422
6.019	1	3	602	10	2	28	9422
6.02	1	3	603	1	2	28	9422
6.021	1	3	603	2	2	28	9422
6.022	1	3	603	3	2	28	9422
6.023	1	3	603	4	2	28	9422
6.024	1	3	603	5	2	28	9422
6.025	1	3	603	6	2	28	9422
6.026	1	3	603	7	2	28	9422
6.027	1	3	603	8	2	28	9422
6.028	1	3	603	9	2	28	9422
6.029	1	3	603	10	2	28	9422
6.03	1	3	604	1	2	28	9422
6.031	1	3	604	2	2	28	9422
6.032	1	3	604	3	2	28	9422
6.033	1	3	604	4	2	28	9422
6.034	1	3	604	5	2	28	9422
6.035	1	7	604	6	1	28	4587
6.035	1	3	604	6	2	28	4587
6.036	1	3	604	7	2	28	9422
6.037	1	3	604	8	2	28	9422
6.038	1	3	604	9	2	28	9422
6.039	1	3	604	10	2	28	9422
6.04	1	10	605	1	8	28	4587
6.04	1	3	605	1	2	28	4587
6.041	1	10	605	2	8	28	9422
6.042	1	10	605	3	8	28	9422
6.043	1	10	605	4	8	28	9422
6.044	1	10	605	5	8	28	9422
6.045	1	10	605	6	8	28	9422
6.046	1	10	605	7	8	28	9422
6.047	1	10	605	8	8	28	9422
6.048	1	10	605	9	8	28	9422
6.049	1	10	605	10	8	28	9422
6.05	1	10	606	1	8	28	9422
6.051	1	10	606	2	8	28	9422
6.052	1	10	606	3	8	28	9422
6.053	1	10	606	4	8	28	9422
6.054	1	10	606	5	8	28	9422
6.055	1	10	606	6	8	28	9422
6.056	1	10	606	7	8	28	9422
6.057	1	10	606	8	8	28	9422
6.058	1	10	606	9	8	28	9422
6.059	1	10	606	10	8	28	9422
6.06	1	10	607	1	8	28	9422
6.061	1	10	607	2	8	28	9422
6.062	1	10	607	3	8	28	9422
6.063	1	10	607	4	8	28	9422
6.064	1	10	607	5	8	28	9422
6.065	1	10	607	6	8	28	9422
6.066	1	10	607	7	8	28	9422
6.067	1	10	607	8	8	28	9422
6.068	1	10	607	9	8	28	9422
6.069	1	10	607	10	8	28	9422
6.07	1	10	608	1	8	28	9422
6.071	1	10	608	2	8	28	9422
6.072	1	10	608	3	8	28	9422
6.073	1	10	608	4	8	28	9422
6.074	1	10	608	5	8	28	9422
6.075	1	10	608	6	8	28	9422
6.076	1	10	608	7	8	28	9422
6.077	1	10	608	8	8	28	9422
6.078	1	10	608	9	8	28	9422
6.079	1	10	608	10	8	28	9422
6.08	1	10	609	1	8	28	9422
6.081	1	10	609	2	8	28	9422
6.082	1	10	609	3	8	28	9422
6.083	1	10	609	4	8	28	9422
6.084	1	10	609	5	8	28	9422
6.085	1	10	609	6	8	28	9422
6.086	1	10	609	7	8	28	9422
6.087	1	10	609	8	8	28	9422
6.088	1	10	609	9	8	28	9422
6.089	1	10	609	10	8	28	9422
6.09	1	10	610	1	8	28	9422
6.091	1	10	610	2	8	28	9422
6.092	1	10	610	3	8	28	9422
6.093	1	10	610	4	8	28	9422
6.094	1	10	610	5	8	28	9422
6.095	1	10	610	6	8	28	9422
6.096	1	10	610	7	8	28	9422
6.097	1	10	610	8	8	28	9422
6.098	1	10	610	9	8	28	9422
6.099	1	10	610	10	8	28	9422
6.1	1	10	611	1	8	28	9422
6.101	1	10	611	2	8	28	9422
6.102	1	10	611	3	8	28	9422
6.103	1	8	611	4	11	28	4587
6.103	1	10	611	4	8	28	4587
6.104	1	10	611	5	8	28	9422
6.105	1	10	611	6	8	28	9422
6.106	1	10	611	7	8	28	9422
6.107	1	10	611	8	8	28	9422
6.108	1	10	611	9	8	28	9422
6.109	1	10	611	10	8	28	9422
6.11	1	12	612	1	14	28	9422
6.111	1	12	612	2	14	28	9422
6.112	1	12	612	3	14	28	9422
6.113	1	12	612	4	14	28	9422
6.114	1	12	612	5	14	28	9422
6.115	1	12	612	6	14	28	9422
6.116	1	12	612	7	14	28	9422
6.117	1	12	612	8	14	28	9422
6.118	1	12	612	9	14	28	9422
6.119	1	12	612	10	14	28	9422
6.12	1	12	613	1	14	28	9422
6.121	1	12	613	2	14	28	9422
6.122	1	12	613	3	14	28	9422
6.123	1	12	613	4	14	28	9422
6.124	1	12	613	5	14	28	9422
6.125	1	12	613	6	14	28	9422
6.126	1	12	613	7	14	28	9422
6.127	1	12	613	8	14	28	9422
6.128	1	12	613	9	14	28	9422
6.129	1	12	613	10	14	28	9422
6.13	1	12	614	1	14	28	9422
6.131	1	12	614	2	14	28	9422
6.132	1	12	614	3	14	28	9422
6.133	1	12	614	4	14	28	9422
6.134	1	12	614	5	14	28	9422
6.135	1	12	614	6	14	28	9422
6.136	1	12	614	7	14	28	9422
6.137	1	12	614	8	14	28	9422
6.138	1	12	614	9	14	28	9422
6.139	1	12	614	10	14	28	9422
6.14	1	12	615	1	14	28	9422
6.141	1	12	615	2	14	28	9422
6.142	1	12	615	3	14	28	9422
6.143	1	12	615	4	14	28	9422
6.144	1	12	615	5	14	28	9422
6.145	1	12	615	6	14	28	9422
6.146	1	12	615	7	14	28	9422
6.147	1	12	615	8	14	28	9422
6.148	1	12	615	9	14	28	9422
6.149	1	12	615	10	14	28	9422
6.15	1	12	616	1	14	28	9422
6.151	1	12	616	2	14	28	9422
6.152	1	12	616	3	14	28	9422
6.153	1	12	616	4	14	28	9422
6.154	1	12	616	5	14	28	9422
6.155	1	12	616	6	14	28	9422
6.156	1	12	616	7	14	28	9422
6.157	1	12	616	8	14	28	9422
6.158	1	12	616	9	14	28	9422
6.159	1	12	616	10	14	28	9422
6.16	1	12	617	1	14	28	9422
6.161	1	12	617	2	14	28	9422
6.162	1	12	617	3	14	28	9422
6.163	1	12	617	4	14	28	9422
6.164	1	12	617	5	14	28	9422
6.165	1	12	617	6	14	28	9422
6.166	1	12	617	7	14	28	9422
6.167	1	12	617	8	14	28	9422
6.168	1	12	617	9	14	28	9422
6.169	1	12	617	10	14	28	9422
6.17	1	12	618	1	14	28	9422
6.171	1	9	618	2	6	28	4587
6.171	1	12	618	2	14	28	4587
6.172	1	12	618	3	14	28	9422
6.173	1	12	618	4	14	28	9422
6.174	1	12	618	5	14	28	9422
6.175	1	12	618	6	14	28	9422
6.176	1	12	618	7	14	28	9422
6.177	1	12	618	8	14	28	9422
