% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	Nprb
3.595	1	3	360	6	1	1	217	0	0	47
3.595	1	1	360	6	2	15	1692	0	0	47
3.596	1	3	360	7	1	5	533	0	0	48
3.596	1	1	360	7	2	10	935	0	0	47
3.597	1	1	360	8	2	10	935	0	0	47
3.597	1	3	360	8	1	1	217	0	0	47
3.598	1	3	360	9	1	1	217	0	0	47
3.598	1	1	360	9	2	10	935	0	0	47
3.599	1	3	360	10	1	1	217	0	0	47
3.599	1	1	360	10	2	10	935	0	0	47
3.6	1	1	361	1	2	10	935	0	0	47
3.6	1	3	361	1	1	1	217	0	0	47
3.601	1	3	361	2	1	1	217	0	0	47
3.601	1	1	361	2	2	10	935	0	0	47
3.602	1	3	361	3	1	1	217	0	0	47
3.602	1	1	361	3	2	10	935	0	0	47
3.603	1	1	361	4	2	10	935	0	0	47
3.603	1	3	361	4	1	1	217	0	0	47
3.604	1	3	361	5	1	1	217	0	0	47
3.604	1	1	361	5	2	10	935	0	0	47
3.605	1	3	361	6	1	1	217	0	0	47
3.605	1	1	361	6	2	10	935	0	0	47
3.606	1	1	361	7	2	15	1692	0	0	47
3.606	1	3	361	7	1	1	217	0	0	47
3.607	1	3	361	8	1	5	533	0	0	48
3.607	1	1	361	8	2	15	1692	0	0	47
3.608	1	3	361	9	1	5	533	0	0	48
3.608	1	1	361	9	2	15	1692	0	0	47
3.609	1	1	361	10	2	15	1692	0	0	47
3.609	1	3	361	10	1	5	533	0	0	48
3.61	1	3	362	1	1	5	533	0	0	48
3.61	1	1	362	1	2	15	1692	0	0	47
3.611	1	3	362	2	1	5	533	0	0	48
3.611	1	1	362	2	2	10	935	0	0	47
3.612	1	1	362	3	2	10	935	0	0	47
3.612	1	3	362	3	1	1	217	0	0	47
3.613	1	3	362	4	1	1	217	0	0	47
3.613	1	1	362	4	2	10	935	0	0	47
3.614	1	3	362	5	1	1	217	0	0	47
3.614	1	1	362	5	2	10	935	0	0	47
3.615	1	1	362	6	2	10	935	0	0	47
3.615	1	3	362	6	1	1	217	0	0	47
3.616	1	3	362	7	1	1	217	0	0	47
3.616	1	1	362	7	2	10	935	0	0	47
3.617	1	3	362	8	1	5	533	0	0	48
3.617	1	1	362	8	2	10	935	0	0	47
3.618	1	1	362	9	2	10	935	0	0	47
3.618	1	3	362	9	1	5	533	0	0	48
3.619	1	3	362	10	1	5	533	0	0	48
3.619	1	1	362	10	2	10	935	0	0	47
3.62	1	3	363	1	1	5	533	0	0	48
3.62	1	1	363	1	2	10	935	0	0	47
3.621	1	1	363	2	2	10	935	0	0	47
3.621	1	3	363	2	1	5	533	0	0	48
3.622	1	3	363	3	1	1	217	0	0	47
3.622	1	1	363	3	2	10	935	0	0	47
3.623	1	3	363	4	1	1	217	0	0	47
3.623	1	1	363	4	2	10	935	0	0	47
3.624	1	1	363	5	2	10	935	0	0	47
3.624	1	3	363	5	1	1	217	0	0	47
3.625	1	3	363	6	1	1	217	0	0	47
3.625	1	1	363	6	2	10	935	0	0	47
3.626	1	3	363	7	1	1	217	0	0	47
3.626	1	1	363	7	2	15	1692	0	0	47
3.627	1	1	363	8	2	15	1692	0	0	47
3.627	1	3	363	8	1	5	533	0	0	48
3.628	1	3	363	9	1	5	533	0	0	48
3.628	1	1	363	9	2	15	1692	0	0	47
3.629	1	3	363	10	1	5	533	0	0	48
3.629	1	1	363	10	2	15	1692	0	0	47
3.63	1	1	364	1	2	15	1692	0	0	47
3.63	1	3	364	1	1	5	533	0	0	48
3.631	1	3	364	2	1	5	533	0	0	48
3.631	1	1	364	2	2	15	1692	0	0	47
3.632	1	3	364	3	1	5	533	0	0	48
3.632	1	1	364	3	2	15	1692	0	0	47
3.633	1	1	364	4	2	15	1692	0	0	47
3.633	1	3	364	4	1	5	533	0	0	48
3.634	1	3	364	5	1	5	533	0	0	48
3.634	1	1	364	5	2	15	1692	0	0	47
3.635	1	3	364	6	1	5	533	0	0	48
3.635	1	1	364	6	2	15	1692	0	0	47
3.636	1	1	364	7	2	10	935	0	0	47
3.636	1	3	364	7	1	5	533	0	0	48
3.637	1	3	364	8	1	1	217	0	0	47
3.637	1	1	364	8	2	10	935	0	0	47
3.638	1	3	364	9	1	1	217	0	0	47
3.638	1	1	364	9	2	10	935	0	0	47
3.639	1	1	364	10	2	10	935	0	0	47
3.639	1	3	364	10	1	1	217	0	0	47
3.64	1	3	365	1	1	1	453	0	0	98
3.641	1	3	365	2	1	1	453	0	0	98
3.642	1	3	365	3	1	5	1095	0	0	98
3.643	1	3	365	4	1	1	453	0	0	98
3.644	1	3	365	5	1	1	453	0	0	98
3.645	1	3	365	6	1	1	453	0	0	98
3.646	1	3	365	7	1	1	453	0	0	98
3.647	1	3	365	8	1	1	453	0	0	98
3.648	1	3	365	9	1	1	453	0	0	98
3.649	1	3	365	10	1	1	453	0	0	98
3.65	1	3	366	1	1	1	453	0	0	98
3.651	1	3	366	2	1	1	453	0	0	98
3.652	1	3	366	3	1	1	453	0	0	98
3.653	1	3	366	4	1	5	1095	0	0	98
3.654	1	3	366	5	1	5	1095	0	0	98
3.655	1	3	366	6	1	5	1095	0	0	98
3.656	1	3	366	7	1	5	1095	0	0	98
3.657	1	3	366	8	1	5	1095	0	0	98
3.658	1	3	366	9	1	1	453	0	0	98
3.659	1	3	366	10	1	1	453	0	0	98
3.66	1	3	367	1	1	1	453	0	0	98
3.661	1	2	367	2	3	25	3422	0	0	47
3.661	1	3	367	2	1	1	217	0	0	47
3.662	1	2	367	3	3	25	3422	0	0	47
3.662	1	3	367	3	1	1	217	0	0	47
3.663	1	3	367	4	1	5	533	0	0	48
3.663	1	2	367	4	3	20	2385	0	0	48
3.664	1	2	367	5	3	20	2385	0	0	48
3.664	1	3	367	5	1	5	533	0	0	48
3.665	1	2	367	6	3	20	2385	0	0	48
3.665	1	3	367	6	1	5	533	0	0	48
3.666	1	3	367	7	1	5	533	0	0	48
3.666	1	2	367	7	3	20	2385	0	0	48
3.667	1	2	367	8	3	20	2385	0	0	48
3.667	1	3	367	8	1	5	533	0	0	48
3.668	1	2	367	9	3	20	2385	0	0	48
3.668	1	3	367	9	1	1	217	0	0	47
3.669	1	3	367	10	1	1	217	0	0	47
3.669	1	2	367	10	3	20	2385	0	0	48
3.67	1	2	368	1	3	20	2385	0	0	48
3.67	1	3	368	1	1	1	217	0	0	47
3.671	1	2	368	2	3	20	2385	0	0	48
3.671	1	3	368	2	1	1	217	0	0	47
3.672	1	3	368	3	1	1	217	0	0	47
3.672	1	2	368	3	3	20	2385	0	0	48
3.673	1	2	368	4	3	25	3422	0	0	47
3.673	1	3	368	4	1	5	533	0	0	48
3.674	1	2	368	5	3	25	3422	0	0	47
3.674	1	3	368	5	1	5	533	0	0	48
3.675	1	3	368	6	1	5	533	0	0	48
3.675	1	2	368	6	3	25	3422	0	0	47
3.676	1	2	368	7	3	25	3422	0	0	47
3.676	1	3	368	7	1	5	533	0	0	48
3.677	1	2	368	8	3	25	3422	0	0	47
3.677	1	3	368	8	1	5	533	0	0	48
3.678	1	3	368	9	1	5	533	0	0	48
3.678	1	2	368	9	3	25	3422	0	0	47
3.679	1	2	368	10	3	25	3422	0	0	47
3.679	1	3	368	10	1	5	533	0	0	48
3.68	1	2	369	1	3	25	3422	0	0	47
3.68	1	3	369	1	1	5	533	0	0	48
3.681	1	3	369	2	1	5	533	0	0	48
3.681	1	2	369	2	3	25	3422	0	0	47
3.682	1	2	369	3	3	25	3422	0	0	47
3.682	1	3	369	3	1	5	533	0	0	48
3.683	1	3	369	4	1	1	453	0	0	98
3.684	1	3	369	5	1	1	453	0	0	98
3.685	1	1	369	6	2	15	1692	0	0	47
3.685	1	3	369	6	1	1	217	0	0	47
3.686	1	3	369	7	1	1	217	0	0	47
3.686	1	1	369	7	2	15	1692	0	0	47
3.687	1	3	369	8	1	1	217	0	0	47
3.687	1	1	369	8	2	15	1692	0	0	47
3.688	1	1	369	9	2	15	1692	0	0	47
3.688	1	3	369	9	1	5	533	0	0	48
3.689	1	3	369	10	1	1	217	0	0	47
3.689	1	1	369	10	2	15	1692	0	0	47
3.69	1	3	370	1	1	1	217	0	0	47
3.69	1	1	370	1	2	15	1692	0	0	47
3.691	1	1	370	2	2	15	1692	0	0	47
3.691	1	3	370	2	1	1	217	0	0	47
3.692	1	3	370	3	1	1	217	0	0	47
3.692	1	1	370	3	2	15	1692	0	0	47
3.693	1	3	370	4	1	1	217	0	0	47
3.693	1	1	370	4	2	15	1692	0	0	47
3.694	1	1	370	5	2	15	1692	0	0	47
3.694	1	3	370	5	1	1	217	0	0	47
3.695	1	3	370	6	1	1	217	0	0	47
3.695	1	1	370	6	2	10	935	0	0	47
3.696	1	3	370	7	1	1	217	0	0	47
3.696	1	1	370	7	2	10	935	0	0	47
3.697	1	1	370	8	2	10	935	0	0	47
3.697	1	3	370	8	1	1	217	0	0	47
3.698	1	3	370	9	1	1	217	0	0	47
3.698	1	1	370	9	2	10	935	0	0	47
3.699	1	3	370	10	1	5	533	0	0	48
3.699	1	1	370	10	2	10	935	0	0	47
3.7	1	1	371	1	2	15	1692	0	0	47
3.7	1	3	371	1	1	5	533	0	0	48
3.701	1	3	371	2	1	5	533	0	0	48
3.701	1	1	371	2	2	15	1692	0	0	47
3.702	1	3	371	3	1	5	533	0	0	48
3.702	1	1	371	3	2	15	1692	0	0	47
3.703	1	1	371	4	2	15	1692	0	0	47
3.703	1	3	371	4	1	5	533	0	0	48
3.704	1	3	371	5	1	1	217	0	0	47
3.704	1	1	371	5	2	15	1692	0	0	47
3.705	1	3	371	6	1	1	217	0	0	47
3.705	1	1	371	6	2	10	935	0	0	47
3.706	1	1	371	7	2	10	935	0	0	47
3.706	1	3	371	7	1	1	217	0	0	47
3.707	1	3	371	8	1	1	217	0	0	47
3.707	1	1	371	8	2	10	935	0	0	47
3.708	1	3	371	9	1	1	217	0	0	47
3.708	1	1	371	9	2	10	935	0	0	47
3.709	1	1	371	10	2	15	1692	0	0	47
3.709	1	3	371	10	1	5	533	0	0	48
3.71	1	3	372	1	1	5	533	0	0	48
3.71	1	1	372	1	2	15	1692	0	0	47
3.711	1	3	372	2	1	5	533	0	0	48
3.711	1	1	372	2	2	15	1692	0	0	47
3.712	1	1	372	3	2	15	1692	0	0	47
3.712	1	3	372	3	1	5	533	0	0	48
3.713	1	3	372	4	1	5	533	0	0	48
3.713	1	1	372	4	2	15	1692	0	0	47
3.714	1	3	372	5	1	1	217	0	0	47
3.714	1	1	372	5	2	10	935	0	0	47
3.715	1	1	372	6	2	10	935	0	0	47
3.715	1	3	372	6	1	1	217	0	0	47
3.716	1	3	372	7	1	1	217	0	0	47
3.716	1	1	372	7	2	10	935	0	0	47
3.717	1	3	372	8	1	1	217	0	0	47
3.717	1	1	372	8	2	10	935	0	0	47
3.718	1	1	372	9	2	10	935	0	0	47
3.718	1	3	372	9	1	1	217	0	0	47
3.719	1	3	372	10	1	5	533	0	0	48
3.719	1	1	372	10	2	10	935	0	0	47
3.72	1	3	373	1	1	5	533	0	0	48
3.72	1	1	373	1	2	10	935	0	0	47
3.721	1	1	373	2	2	10	935	0	0	47
3.721	1	3	373	2	1	5	533	0	0	48
3.722	1	3	373	3	1	5	533	0	0	48
3.722	1	1	373	3	2	10	935	0	0	47
3.723	1	3	373	4	1	5	533	0	0	48
3.723	1	1	373	4	2	10	935	0	0	47
3.724	1	1	373	5	2	15	1692	0	0	47
3.724	1	3	373	5	1	5	533	0	0	48
3.725	1	3	373	6	1	5	533	0	0	48
3.725	1	1	373	6	2	15	1692	0	0	47
3.726	1	3	373	7	1	5	533	0	0	48
3.726	1	1	373	7	2	15	1692	0	0	47
3.727	1	1	373	8	2	15	1692	0	0	47
3.727	1	3	373	8	1	5	533	0	0	48
3.728	1	3	373	9	1	5	533	0	0	48
3.728	1	1	373	9	2	15	1692	0	0	47
3.729	1	3	373	10	1	1	217	0	0	47
3.729	1	1	373	10	2	10	935	0	0	47
3.73	1	1	374	1	2	10	935	0	0	47
3.73	1	3	374	1	1	1	217	0	0	47
3.731	1	3	374	2	1	1	217	0	0	47
3.731	1	1	374	2	2	10	935	0	0	47
3.732	1	3	374	3	1	1	217	0	0	47
3.732	1	1	374	3	2	10	935	0	0	47
3.733	1	1	374	4	2	10	935	0	0	47
3.733	1	3	374	4	1	1	217	0	0	47
3.734	1	3	374	5	1	5	533	0	0	48
3.734	1	1	374	5	2	10	935	0	0	47
3.735	1	3	374	6	1	1	217	0	0	47
3.735	1	1	374	6	2	10	935	0	0	47
3.736	1	3	374	7	1	1	453	0	0	98
3.737	1	3	374	8	1	1	453	0	0	98
3.738	1	3	374	9	1	1	453	0	0	98
3.739	1	3	374	10	1	1	453	0	0	98
3.74	1	3	375	1	1	1	453	0	0	98
3.741	1	3	375	2	1	1	453	0	0	98
3.742	1	3	375	3	1	1	453	0	0	98
3.743	1	3	375	4	1	1	453	0	0	98
3.744	1	3	375	5	1	1	453	0	0	98
3.745	1	3	375	6	1	5	1095	0	0	98
3.746	1	3	375	7	1	5	1095	0	0	98
3.747	1	3	375	8	1	5	1095	0	0	98
3.748	1	3	375	9	1	5	1095	0	0	98
3.749	1	3	375	10	1	5	1095	0	0	98
3.75	1	3	376	1	1	1	453	0	0	98
3.751	1	3	376	2	1	1	453	0	0	98
3.752	1	3	376	3	1	1	453	0	0	98
3.753	1	3	376	4	1	1	453	0	0	98
3.754	1	3	376	5	1	1	453	0	0	98
3.755	1	3	376	6	1	5	1095	0	0	98
3.756	1	3	376	7	1	5	1095	0	0	98
3.757	1	3	376	8	1	5	1095	0	0	98
3.758	1	2	376	9	3	20	2385	0	0	48
3.758	1	3	376	9	1	5	533	0	0	48
3.759	1	2	376	10	3	25	3422	0	0	47
3.759	1	3	376	10	1	5	533	0	0	48
3.76	1	3	377	1	1	1	217	0	0	47
3.76	1	2	377	1	3	25	3422	0	0	47
3.761	1	2	377	2	3	20	2385	0	0	48
3.761	1	3	377	2	1	1	217	0	0	47
3.762	1	2	377	3	3	20	2385	0	0	48
3.762	1	3	377	3	1	1	217	0	0	47
3.763	1	3	377	4	1	1	217	0	0	47
3.763	1	2	377	4	3	20	2385	0	0	48
3.764	1	2	377	5	3	20	2385	0	0	48
3.764	1	3	377	5	1	1	217	0	0	47
3.765	1	2	377	6	3	20	2385	0	0	48
3.765	1	3	377	6	1	5	533	0	0	48
3.766	1	3	377	7	1	5	533	0	0	48
3.766	1	2	377	7	3	20	2385	0	0	48
3.767	1	2	377	8	3	20	2385	0	0	48
3.767	1	3	377	8	1	5	533	0	0	48
3.768	1	2	377	9	3	20	2385	0	0	48
3.768	1	3	377	9	1	5	533	0	0	48
3.769	1	3	377	10	1	5	533	0	0	48
3.769	1	2	377	10	3	20	2385	0	0	48
3.77	1	2	378	1	3	20	2385	0	0	48
3.77	1	3	378	1	1	5	533	0	0	48
3.771	1	2	378	2	3	25	3422	0	0	47
3.771	1	3	378	2	1	5	533	0	0	48
3.772	1	3	378	3	1	5	533	0	0	48
3.772	1	2	378	3	3	25	3422	0	0	47
3.773	1	2	378	4	3	25	3422	0	0	47
3.773	1	3	378	4	1	5	533	0	0	48
3.774	1	2	378	5	3	25	3422	0	0	47
3.774	1	3	378	5	1	5	533	0	0	48
3.775	1	3	378	6	1	1	217	0	0	47
3.775	1	2	378	6	3	25	3422	0	0	47
3.776	1	2	378	7	3	25	3422	0	0	47
3.776	1	3	378	7	1	1	217	0	0	47
3.777	1	2	378	8	3	25	3422	0	0	47
3.777	1	3	378	8	1	1	217	0	0	47
3.778	1	3	378	9	1	1	217	0	0	47
3.778	1	2	378	9	3	25	3422	0	0	47
3.779	1	2	378	10	3	25	3422	0	0	47
3.779	1	3	378	10	1	1	217	0	0	47
3.78	1	2	379	1	3	25	3422	0	0	47
3.78	1	3	379	1	1	5	533	0	0	48
3.781	1	3	379	2	1	1	453	0	0	98
3.782	1	1	379	3	2	10	935	0	0	47
3.782	1	3	379	3	1	1	217	0	0	47
3.783	1	3	379	4	1	1	217	0	0	47
3.783	1	1	379	4	2	15	1692	0	0	47
3.784	1	3	379	5	1	1	217	0	0	47
3.784	1	1	379	5	2	15	1692	0	0	47
3.785	1	1	379	6	2	15	1692	0	0	47
3.785	1	3	379	6	1	1	217	0	0	47
3.786	1	3	379	7	1	1	217	0	0	47
3.786	1	1	379	7	2	15	1692	0	0	47
3.787	1	3	379	8	1	1	217	0	0	47
3.787	1	1	379	8	2	15	1692	0	0	47
3.788	1	1	379	9	2	10	935	0	0	47
3.788	1	3	379	9	1	1	217	0	0	47
3.789	1	3	379	10	1	1	217	0	0	47
3.789	1	1	379	10	2	10	935	0	0	47
3.79	1	3	380	1	1	1	217	0	0	47
3.79	1	1	380	1	2	10	935	0	0	47
3.791	1	1	380	2	2	10	935	0	0	47
3.791	1	3	380	2	1	5	533	0	0	48
3.792	1	3	380	3	1	5	533	0	0	48
3.792	1	1	380	3	2	10	935	0	0	47
3.793	1	3	380	4	1	5	533	0	0	48
3.793	1	1	380	4	2	10	935	0	0	47
3.794	1	1	380	5	2	10	935	0	0	47
3.794	1	3	380	5	1	5	533	0	0	48
3.795	1	3	380	6	1	5	533	0	0	48
3.795	1	1	380	6	2	10	935	0	0	47
3.796	1	3	380	7	1	1	217	0	0	47
3.796	1	1	380	7	2	10	935	0	0	47
3.797	1	1	380	8	2	10	935	0	0	47
3.797	1	3	380	8	1	1	217	0	0	47
3.798	1	3	380	9	1	1	217	0	0	47
3.798	1	1	380	9	2	10	935	0	0	47
3.799	1	3	380	10	1	1	217	0	0	47
3.799	1	1	380	10	2	10	935	0	0	47
3.8	1	1	381	1	2	10	935	0	0	47
3.8	1	3	381	1	1	1	217	0	0	47
3.801	1	3	381	2	1	5	533	0	0	48
3.801	1	1	381	2	2	10	935	0	0	47
3.802	1	3	381	3	1	5	533	0	0	48
3.802	1	1	381	3	2	10	935	0	0	47
3.803	1	1	381	4	2	15	1692	0	0	47
3.803	1	3	381	4	1	5	533	0	0	48
3.804	1	3	381	5	1	5	533	0	0	48
3.804	1	1	381	5	2	15	1692	0	0	47
3.805	1	3	381	6	1	5	533	0	0	48
3.805	1	1	381	6	2	15	1692	0	0	47
3.806	1	1	381	7	2	15	1692	0	0	47
3.806	1	3	381	7	1	1	217	0	0	47
3.807	1	3	381	8	1	1	217	0	0	47
3.807	1	1	381	8	2	15	1692	0	0	47
3.808	1	3	381	9	1	1	217	0	0	47
3.808	1	1	381	9	2	15	1692	0	0	47
3.809	1	1	381	10	2	15	1692	0	0	47
3.809	1	3	381	10	1	1	217	0	0	47
3.81	1	3	382	1	1	1	217	0	0	47
3.81	1	1	382	1	2	15	1692	0	0	47
3.811	1	3	382	2	1	5	533	0	0	48
3.811	1	1	382	2	2	15	1692	0	0	47
3.812	1	1	382	3	2	15	1692	0	0	47
3.812	1	3	382	3	1	5	533	0	0	48
3.813	1	3	382	4	1	5	533	0	0	48
3.813	1	1	382	4	2	10	935	0	0	47
3.814	1	3	382	5	1	5	533	0	0	48
3.814	1	1	382	5	2	10	935	0	0	47
3.815	1	1	382	6	2	10	935	0	0	47
3.815	1	3	382	6	1	5	533	0	0	48
3.816	1	3	382	7	1	5	533	0	0	48
3.816	1	1	382	7	2	10	935	0	0	47
3.817	1	3	382	8	1	5	533	0	0	48
3.817	1	1	382	8	2	10	935	0	0	47
3.818	1	1	382	9	2	15	1692	0	0	47
3.818	1	3	382	9	1	5	533	0	0	48
3.819	1	3	382	10	1	5	533	0	0	48
3.819	1	1	382	10	2	15	1692	0	0	47
3.82	1	3	383	1	1	5	533	0	0	48
3.82	1	1	383	1	2	15	1692	0	0	47
3.821	1	1	383	2	2	15	1692	0	0	47
3.821	1	3	383	2	1	1	217	0	0	47
3.822	1	3	383	3	1	1	217	0	0	47
3.822	1	1	383	3	2	15	1692	0	0	47
3.823	1	3	383	4	1	1	217	0	0	47
3.823	1	1	383	4	2	10	935	0	0	47
3.824	1	1	383	5	2	10	935	0	0	47
3.824	1	3	383	5	1	1	217	0	0	47
3.825	1	3	383	6	1	1	217	0	0	47
3.825	1	1	383	6	2	10	935	0	0	47
3.826	1	3	383	7	1	5	533	0	0	48
3.826	1	1	383	7	2	10	935	0	0	47
3.827	1	1	383	8	2	15	1692	0	0	47
3.827	1	3	383	8	1	1	217	0	0	47
3.828	1	3	383	9	1	1	217	0	0	47
3.828	1	1	383	9	2	15	1692	0	0	47
3.829	1	3	383	10	1	1	217	0	0	47
3.829	1	1	383	10	2	15	1692	0	0	47
3.83	1	1	384	1	2	15	1692	0	0	47
3.83	1	3	384	1	1	1	217	0	0	47
3.831	1	3	384	2	1	1	217	0	0	47
3.831	1	1	384	2	2	15	1692	0	0	47
3.832	1	3	384	3	1	1	453	0	0	98
3.833	1	3	384	4	1	1	453	0	0	98
3.834	1	3	384	5	1	1	453	0	0	98
3.835	1	3	384	6	1	1	453	0	0	98
3.836	1	3	384	7	1	1	453	0	0	98
3.837	1	3	384	8	1	5	1095	0	0	98
3.838	1	3	384	9	1	5	1095	0	0	98
3.839	1	3	384	10	1	5	1095	0	0	98
3.84	1	3	385	1	1	5	1095	0	0	98
3.841	1	3	385	2	1	5	1095	0	0	98
3.842	1	3	385	3	1	1	453	0	0	98
3.843	1	3	385	4	1	1	453	0	0	98
3.844	1	3	385	5	1	1	453	0	0	98
3.845	1	3	385	6	1	1	453	0	0	98
3.846	1	3	385	7	1	1	453	0	0	98
3.847	1	3	385	8	1	5	1095	0	0	98
3.848	1	3	385	9	1	5	1095	0	0	98
3.849	1	3	385	10	1	5	1095	0	0	98
3.85	1	3	386	1	1	5	1095	0	0	98
3.851	1	3	386	2	1	5	1095	0	0	98
3.852	1	3	386	3	1	1	453	0	0	98
3.853	1	3	386	4	1	1	453	0	0	98
3.854	1	3	386	5	1	1	453	0	0	98
3.855	1	2	386	6	3	20	2385	0	0	48
3.855	1	3	386	6	1	1	217	0	0	47
3.856	1	2	386	7	3	20	2385	0	0	48
3.856	1	3	386	7	1	1	217	0	0	47
3.857	1	3	386	8	1	5	533	0	0	48
3.857	1	2	386	8	3	25	3422	0	0	47
3.858	1	2	386	9	3	25	3422	0	0	47
3.858	1	3	386	9	1	5	533	0	0	48
3.859	1	2	386	10	3	20	2385	0	0	48
3.859	1	3	386	10	1	5	533	0	0	48
3.86	1	3	387	1	1	5	533	0	0	48
3.86	1	2	387	1	3	20	2385	0	0	48
3.861	1	2	387	2	3	20	2385	0	0	48
3.861	1	3	387	2	1	5	533	0	0	48
3.862	1	2	387	3	3	20	2385	0	0	48
3.862	1	3	387	3	1	5	533	0	0	48
3.863	1	3	387	4	1	5	533	0	0	48
3.863	1	2	387	4	3	20	2385	0	0	48
3.864	1	2	387	5	3	20	2385	0	0	48
3.864	1	3	387	5	1	5	533	0	0	48
3.865	1	2	387	6	3	20	2385	0	0	48
3.865	1	3	387	6	1	5	533	0	0	48
3.866	1	3	387	7	1	5	533	0	0	48
3.866	1	2	387	7	3	20	2385	0	0	48
3.867	1	2	387	8	3	20	2385	0	0	48
3.867	1	3	387	8	1	1	217	0	0	47
3.868	1	2	387	9	3	20	2385	0	0	48
3.868	1	3	387	9	1	1	217	0	0	47
3.869	1	3	387	10	1	1	217	0	0	47
3.869	1	2	387	10	3	25	3422	0	0	47
3.87	1	2	388	1	3	25	3422	0	0	47
3.87	1	3	388	1	1	1	217	0	0	47
3.871	1	2	388	2	3	25	3422	0	0	47
3.871	1	3	388	2	1	1	217	0	0	47
3.872	1	3	388	3	1	5	533	0	0	48
3.872	1	2	388	3	3	25	3422	0	0	47
3.873	1	2	388	4	3	25	3422	0	0	47
3.873	1	3	388	4	1	1	217	0	0	47
3.874	1	2	388	5	3	25	3422	0	0	47
3.874	1	3	388	5	1	1	217	0	0	47
3.875	1	3	388	6	1	1	217	0	0	47
3.875	1	2	388	6	3	25	3422	0	0	47
3.876	1	2	388	7	3	25	3422	0	0	47
3.876	1	3	388	7	1	1	217	0	0	47
3.877	1	2	388	8	3	25	3422	0	0	47
3.877	1	3	388	8	1	1	217	0	0	47
3.878	1	3	388	9	1	1	453	0	0	98
3.879	1	3	388	10	1	1	453	0	0	98
3.88	1	1	389	1	2	15	1692	0	0	47
3.88	1	3	389	1	1	1	217	0	0	47
3.881	1	3	389	2	1	1	217	0	0	47
3.881	1	1	389	2	2	15	1692	0	0	47
3.882	1	3	389	3	1	1	217	0	0	47
3.882	1	1	389	3	2	10	935	0	0	47
3.883	1	1	389	4	2	10	935	0	0	47
3.883	1	3	389	4	1	5	533	0	0	48
3.884	1	3	389	5	1	5	533	0	0	48
3.884	1	1	389	5	2	10	935	0	0	47
3.885	1	3	389	6	1	5	533	0	0	48
3.885	1	1	389	6	2	10	935	0	0	47
3.886	1	1	389	7	2	15	1692	0	0	47
3.886	1	3	389	7	1	5	533	0	0	48
3.887	1	3	389	8	1	5	533	0	0	48
3.887	1	1	389	8	2	15	1692	0	0	47
3.888	1	3	389	9	1	1	217	0	0	47
3.888	1	1	389	9	2	15	1692	0	0	47
3.889	1	1	389	10	2	15	1692	0	0	47
3.889	1	3	389	10	1	1	217	0	0	47
3.89	1	3	390	1	1	1	217	0	0	47
3.89	1	1	390	1	2	15	1692	0	0	47
3.891	1	3	390	2	1	1	217	0	0	47
3.891	1	1	390	2	2	10	935	0	0	47
3.892	1	1	390	3	2	10	935	0	0	47
3.892	1	3	390	3	1	1	217	0	0	47
3.893	1	3	390	4	1	5	533	0	0	48
3.893	1	1	390	4	2	10	935	0	0	47
3.894	1	3	390	5	1	5	533	0	0	48
3.894	1	1	390	5	2	10	935	0	0	47
3.895	1	1	390	6	2	10	935	0	0	47
3.895	1	3	390	6	1	5	533	0	0	48
3.896	1	3	390	7	1	5	533	0	0	48
3.896	1	1	390	7	2	10	935	0	0	47
3.897	1	3	390	8	1	5	533	0	0	48
3.897	1	1	390	8	2	10	935	0	0	47
3.898	1	1	390	9	2	10	935	0	0	47
3.898	1	3	390	9	1	1	217	0	0	47
3.899	1	3	390	10	1	1	217	0	0	47
3.899	1	1	390	10	2	10	935	0	0	47
3.9	1	3	391	1	1	1	217	0	0	47
3.9	1	1	391	1	2	10	935	0	0	47
3.901	1	1	391	2	2	15	1692	0	0	47
3.901	1	3	391	2	1	1	217	0	0	47
3.902	1	3	391	3	1	1	217	0	0	47
3.902	1	1	391	3	2	15	1692	0	0	47
3.903	1	3	391	4	1	5	533	0	0	48
3.903	1	1	391	4	2	15	1692	0	0	47
3.904	1	1	391	5	2	15	1692	0	0	47
3.904	1	3	391	5	1	5	533	0	0	48
3.905	1	3	391	6	1	5	533	0	0	48
3.905	1	1	391	6	2	15	1692	0	0	47
3.906	1	3	391	7	1	5	533	0	0	48
3.906	1	1	391	7	2	10	935	0	0	47
3.907	1	1	391	8	2	10	935	0	0	47
3.907	1	3	391	8	1	5	533	0	0	48
3.908	1	3	391	9	1	5	533	0	0	48
3.908	1	1	391	9	2	10	935	0	0	47
3.909	1	3	391	10	1	5	533	0	0	48
3.909	1	1	391	10	2	10	935	0	0	47
3.91	1	1	392	1	2	10	935	0	0	47
3.91	1	3	392	1	1	5	533	0	0	48
3.911	1	3	392	2	1	5	533	0	0	48
3.911	1	1	392	2	2	10	935	0	0	47
3.912	1	3	392	3	1	5	533	0	0	48
3.912	1	1	392	3	2	10	935	0	0	47
3.913	1	1	392	4	2	10	935	0	0	47
3.913	1	3	392	4	1	1	217	0	0	47
3.914	1	3	392	5	1	1	217	0	0	47
3.914	1	1	392	5	2	10	935	0	0	47
3.915	1	3	392	6	1	1	217	0	0	47
3.915	1	1	392	6	2	10	935	0	0	47
3.916	1	1	392	7	2	10	935	0	0	47
3.916	1	3	392	7	1	1	217	0	0	47
