% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	Nprb
2.708	1	3	271	9	1	5	349	0	0	32
2.708	1	1	271	9	2	15	1143	0	0	32
2.708	1	2	271	9	3	20	1572	0	0	32
2.709	1	1	271	10	2	15	1143	0	0	32
2.709	1	2	271	10	3	20	1572	0	0	32
2.709	1	3	271	10	1	5	349	0	0	32
2.71	1	2	272	1	3	20	1572	0	0	32
2.71	1	3	272	1	1	5	349	0	0	32
2.71	1	1	272	1	2	15	1143	0	0	32
2.711	1	3	272	2	1	5	349	0	0	32
2.711	1	1	272	2	2	10	645	0	0	32
2.711	1	2	272	2	3	20	1572	0	0	32
2.712	1	1	272	3	2	10	645	0	0	32
2.712	1	2	272	3	3	20	1572	0	0	32
2.712	1	3	272	3	1	5	349	0	0	32
2.713	1	2	272	4	3	25	2292	0	0	32
2.713	1	3	272	4	1	5	349	0	0	32
2.713	1	1	272	4	2	10	645	0	0	32
2.714	1	3	272	5	1	5	349	0	0	32
2.714	1	1	272	5	2	10	645	0	0	32
2.714	1	2	272	5	3	25	2292	0	0	32
2.715	1	1	272	6	2	10	645	0	0	32
2.715	1	2	272	6	3	25	2292	0	0	32
2.715	1	3	272	6	1	5	349	0	0	32
2.716	1	2	272	7	3	25	2292	0	0	32
2.716	1	3	272	7	1	5	349	0	0	32
2.716	1	1	272	7	2	10	645	0	0	32
2.717	1	3	272	8	1	1	217	0	0	47
2.717	1	1	272	8	2	10	935	0	0	47
2.718	1	1	272	9	2	10	935	0	0	47
2.718	1	3	272	9	1	1	217	0	0	47
2.719	1	3	272	10	1	1	217	0	0	47
2.719	1	1	272	10	2	10	935	0	0	47
2.72	1	3	273	1	1	1	217	0	0	47
2.72	1	1	273	1	2	10	935	0	0	47
2.721	1	1	273	2	2	15	1692	0	0	47
2.721	1	3	273	2	1	1	217	0	0	47
2.722	1	3	273	3	1	5	533	0	0	48
2.722	1	1	273	3	2	15	1692	0	0	47
2.723	1	3	273	4	1	1	217	0	0	47
2.723	1	1	273	4	2	15	1692	0	0	47
2.724	1	1	273	5	2	15	1692	0	0	47
2.724	1	3	273	5	1	1	217	0	0	47
2.725	1	3	273	6	1	1	217	0	0	47
2.725	1	1	273	6	2	15	1692	0	0	47
2.726	1	3	273	7	1	1	217	0	0	47
2.726	1	1	273	7	2	10	935	0	0	47
2.727	1	1	273	8	2	10	935	0	0	47
2.727	1	3	273	8	1	1	217	0	0	47
2.728	1	3	273	9	1	1	217	0	0	47
2.728	1	1	273	9	2	10	935	0	0	47
2.729	1	3	273	10	1	1	217	0	0	47
2.729	1	1	273	10	2	10	935	0	0	47
2.73	1	1	274	1	2	10	935	0	0	47
2.73	1	3	274	1	1	1	217	0	0	47
2.731	1	3	274	2	1	1	217	0	0	47
2.731	1	1	274	2	2	10	935	0	0	47
2.732	1	3	274	3	1	1	217	0	0	47
2.732	1	1	274	3	2	10	935	0	0	47
2.733	1	1	274	4	2	10	935	0	0	47
2.733	1	3	274	4	1	5	533	0	0	48
2.734	1	3	274	5	1	5	533	0	0	48
2.734	1	1	274	5	2	10	935	0	0	47
2.735	1	3	274	6	1	5	533	0	0	48
2.735	1	1	274	6	2	10	935	0	0	47
2.736	1	1	274	7	2	10	935	0	0	47
2.736	1	3	274	7	1	5	533	0	0	48
2.737	1	3	274	8	1	5	533	0	0	48
2.737	1	1	274	8	2	10	935	0	0	47
2.738	1	3	274	9	1	1	217	0	0	47
2.738	1	1	274	9	2	10	935	0	0	47
2.739	1	1	274	10	2	10	935	0	0	47
2.739	1	3	274	10	1	1	217	0	0	47
2.74	1	3	275	1	1	1	217	0	0	47
2.74	1	1	275	1	2	10	935	0	0	47
2.741	1	3	275	2	1	1	217	0	0	47
2.741	1	1	275	2	2	15	1692	0	0	47
2.742	1	1	275	3	2	15	1692	0	0	47
2.742	1	3	275	3	1	1	217	0	0	47
2.743	1	3	275	4	1	5	533	0	0	48
2.743	1	1	275	4	2	15	1692	0	0	47
2.744	1	3	275	5	1	5	533	0	0	48
2.744	1	1	275	5	2	15	1692	0	0	47
2.745	1	1	275	6	2	15	1692	0	0	47
2.745	1	3	275	6	1	5	533	0	0	48
2.746	1	3	275	7	1	5	533	0	0	48
2.746	1	1	275	7	2	15	1692	0	0	47
2.747	1	3	275	8	1	5	533	0	0	48
2.747	1	1	275	8	2	15	1692	0	0	47
2.748	1	1	275	9	2	15	1692	0	0	47
2.748	1	3	275	9	1	1	217	0	0	47
2.749	1	3	275	10	1	1	217	0	0	47
2.749	1	1	275	10	2	15	1692	0	0	47
2.75	1	3	276	1	1	1	217	0	0	47
2.75	1	1	276	1	2	15	1692	0	0	47
2.751	1	1	276	2	2	10	935	0	0	47
2.751	1	3	276	2	1	1	217	0	0	47
2.752	1	3	276	3	1	1	217	0	0	47
2.752	1	1	276	3	2	10	935	0	0	47
2.753	1	3	276	4	1	5	533	0	0	48
2.753	1	1	276	4	2	10	935	0	0	47
2.754	1	1	276	5	2	10	935	0	0	47
2.754	1	3	276	5	1	5	533	0	0	48
2.755	1	3	276	6	1	5	533	0	0	48
2.755	1	1	276	6	2	10	935	0	0	47
2.756	1	3	276	7	1	5	533	0	0	48
2.756	1	1	276	7	2	15	1692	0	0	47
2.757	1	1	276	8	2	15	1692	0	0	47
2.757	1	3	276	8	1	5	533	0	0	48
2.758	1	3	276	9	1	5	533	0	0	48
2.758	1	1	276	9	2	15	1692	0	0	47
2.759	1	3	276	10	1	5	533	0	0	48
2.759	1	1	276	10	2	15	1692	0	0	47
2.76	1	3	277	1	1	5	1095	0	0	98
2.761	1	3	277	2	1	5	1095	0	0	98
2.762	1	3	277	3	1	5	1095	0	0	98
2.763	1	3	277	4	1	1	453	0	0	98
2.764	1	3	277	5	1	1	453	0	0	98
2.765	1	3	277	6	1	1	453	0	0	98
2.766	1	3	277	7	1	1	453	0	0	98
2.767	1	3	277	8	1	1	453	0	0	98
2.768	1	3	277	9	1	5	1095	0	0	98
2.769	1	3	277	10	1	1	453	0	0	98
2.77	1	3	278	1	1	1	453	0	0	98
2.771	1	3	278	2	1	1	453	0	0	98
2.772	1	3	278	3	1	1	453	0	0	98
2.773	1	3	278	4	1	1	453	0	0	98
2.774	1	3	278	5	1	1	453	0	0	98
2.775	1	3	278	6	1	1	453	0	0	98
2.776	1	3	278	7	1	1	453	0	0	98
2.777	1	3	278	8	1	1	453	0	0	98
2.778	1	3	278	9	1	1	453	0	0	98
2.779	1	3	278	10	1	5	1095	0	0	98
2.78	1	3	279	1	1	5	1095	0	0	98
2.781	1	3	279	2	1	5	1095	0	0	98
2.782	1	3	279	3	1	5	1095	0	0	98
2.783	1	3	279	4	1	5	1095	0	0	98
2.784	1	3	279	5	1	1	453	0	0	98
2.785	1	3	279	6	1	1	453	0	0	98
2.786	1	3	279	7	1	1	453	0	0	98
2.787	1	3	279	8	1	1	453	0	0	98
2.788	1	2	279	9	3	20	2385	0	0	48
2.788	1	3	279	9	1	1	217	0	0	47
2.789	1	2	279	10	3	20	2385	0	0	48
2.789	1	3	279	10	1	5	533	0	0	48
2.79	1	3	280	1	1	5	533	0	0	48
2.79	1	2	280	1	3	20	2385	0	0	48
2.791	1	2	280	2	3	25	3422	0	0	47
2.791	1	3	280	2	1	5	533	0	0	48
2.792	1	2	280	3	3	25	3422	0	0	47
2.792	1	3	280	3	1	5	533	0	0	48
2.793	1	3	280	4	1	5	533	0	0	48
2.793	1	2	280	4	3	25	3422	0	0	47
2.794	1	2	280	5	3	25	3422	0	0	47
2.794	1	3	280	5	1	1	217	0	0	47
2.795	1	2	280	6	3	25	3422	0	0	47
2.795	1	3	280	6	1	1	217	0	0	47
2.796	1	3	280	7	1	1	217	0	0	47
2.796	1	2	280	7	3	25	3422	0	0	47
2.797	1	2	280	8	3	25	3422	0	0	47
2.797	1	3	280	8	1	1	217	0	0	47
2.798	1	2	280	9	3	25	3422	0	0	47
2.798	1	3	280	9	1	1	217	0	0	47
2.799	1	3	280	10	1	5	533	0	0	48
2.799	1	2	280	10	3	25	3422	0	0	47
2.8	1	2	281	1	3	25	3422	0	0	47
2.8	1	3	281	1	1	5	533	0	0	48
2.801	1	2	281	2	3	20	2385	0	0	48
2.801	1	3	281	2	1	5	533	0	0	48
2.802	1	3	281	3	1	5	533	0	0	48
2.802	1	2	281	3	3	20	2385	0	0	48
2.803	1	1	281	4	2	15	1143	0	0	32
2.803	1	2	281	4	3	20	1572	0	0	32
2.803	1	3	281	4	1	5	349	0	0	32
2.804	1	2	281	5	3	20	1572	0	0	32
2.804	1	3	281	5	1	5	349	0	0	32
2.804	1	1	281	5	2	15	1143	0	0	32
2.805	1	3	281	6	1	5	349	0	0	32
2.805	1	1	281	6	2	15	1143	0	0	32
2.805	1	2	281	6	3	20	1572	0	0	32
2.806	1	1	281	7	2	15	1143	0	0	32
2.806	1	2	281	7	3	20	1572	0	0	32
2.806	1	3	281	7	1	5	349	0	0	32
2.807	1	2	281	8	3	20	1572	0	0	32
2.807	1	3	281	8	1	5	349	0	0	32
2.807	1	1	281	8	2	15	1143	0	0	32
2.808	1	3	281	9	1	5	349	0	0	32
2.808	1	1	281	9	2	15	1143	0	0	32
2.808	1	2	281	9	3	20	1572	0	0	32
2.809	1	1	281	10	2	15	1143	0	0	32
2.809	1	2	281	10	3	20	1572	0	0	32
2.809	1	3	281	10	1	1	145	0	0	32
2.81	1	2	282	1	3	20	1572	0	0	32
2.81	1	3	282	1	1	1	145	0	0	32
2.81	1	1	282	1	2	10	645	0	0	32
2.811	1	3	282	2	1	1	145	0	0	32
2.811	1	1	282	2	2	10	645	0	0	32
2.811	1	2	282	2	3	25	2292	0	0	32
2.812	1	1	282	3	2	10	645	0	0	32
2.812	1	2	282	3	3	25	2292	0	0	32
2.812	1	3	282	3	1	1	145	0	0	32
2.813	1	2	282	4	3	25	2292	0	0	32
2.813	1	3	282	4	1	1	145	0	0	32
2.813	1	1	282	4	2	10	645	0	0	32
2.814	1	3	282	5	1	5	533	0	0	48
2.814	1	1	282	5	2	10	935	0	0	47
2.815	1	1	282	6	2	15	1692	0	0	47
2.815	1	3	282	6	1	1	217	0	0	47
2.816	1	3	282	7	1	1	217	0	0	47
2.816	1	1	282	7	2	15	1692	0	0	47
2.817	1	3	282	8	1	1	217	0	0	47
2.817	1	1	282	8	2	15	1692	0	0	47
2.818	1	1	282	9	2	15	1692	0	0	47
2.818	1	3	282	9	1	1	217	0	0	47
2.819	1	3	282	10	1	1	217	0	0	47
2.819	1	1	282	10	2	15	1692	0	0	47
2.82	1	3	283	1	1	1	217	0	0	47
2.82	1	1	283	1	2	10	935	0	0	47
2.821	1	1	283	2	2	10	935	0	0	47
2.821	1	3	283	2	1	1	217	0	0	47
2.822	1	3	283	3	1	1	217	0	0	47
2.822	1	1	283	3	2	10	935	0	0	47
2.823	1	3	283	4	1	1	217	0	0	47
2.823	1	1	283	4	2	10	935	0	0	47
2.824	1	1	283	5	2	15	1692	0	0	47
2.824	1	3	283	5	1	1	217	0	0	47
2.825	1	3	283	6	1	5	533	0	0	48
2.825	1	1	283	6	2	15	1692	0	0	47
2.826	1	3	283	7	1	5	533	0	0	48
2.826	1	1	283	7	2	15	1692	0	0	47
2.827	1	1	283	8	2	15	1692	0	0	47
2.827	1	3	283	8	1	5	533	0	0	48
2.828	1	3	283	9	1	5	533	0	0	48
2.828	1	1	283	9	2	15	1692	0	0	47
2.829	1	3	283	10	1	5	533	0	0	48
2.829	1	1	283	10	2	10	935	0	0	47
2.83	1	1	284	1	2	10	935	0	0	47
2.83	1	3	284	1	1	1	217	0	0	47
2.831	1	3	284	2	1	1	217	0	0	47
2.831	1	1	284	2	2	10	935	0	0	47
2.832	1	3	284	3	1	1	217	0	0	47
2.832	1	1	284	3	2	10	935	0	0	47
2.833	1	1	284	4	2	10	935	0	0	47
2.833	1	3	284	4	1	1	217	0	0	47
2.834	1	3	284	5	1	1	217	0	0	47
2.834	1	1	284	5	2	10	935	0	0	47
2.835	1	3	284	6	1	5	533	0	0	48
2.835	1	1	284	6	2	10	935	0	0	47
2.836	1	1	284	7	2	10	935	0	0	47
2.836	1	3	284	7	1	5	533	0	0	48
2.837	1	3	284	8	1	5	533	0	0	48
2.837	1	1	284	8	2	10	935	0	0	47
2.838	1	3	284	9	1	5	533	0	0	48
2.838	1	1	284	9	2	10	935	0	0	47
2.839	1	1	284	10	2	15	1692	0	0	47
2.839	1	3	284	10	1	5	533	0	0	48
2.84	1	3	285	1	1	1	217	0	0	47
2.84	1	1	285	1	2	15	1692	0	0	47
2.841	1	3	285	2	1	1	217	0	0	47
2.841	1	1	285	2	2	15	1692	0	0	47
2.842	1	1	285	3	2	15	1692	0	0	47
2.842	1	3	285	3	1	1	217	0	0	47
2.843	1	3	285	4	1	1	217	0	0	47
2.843	1	1	285	4	2	15	1692	0	0	47
2.844	1	3	285	5	1	1	217	0	0	47
2.844	1	1	285	5	2	10	935	0	0	47
2.845	1	1	285	6	2	10	935	0	0	47
2.845	1	3	285	6	1	5	533	0	0	48
2.846	1	3	285	7	1	5	533	0	0	48
2.846	1	1	285	7	2	10	935	0	0	47
2.847	1	3	285	8	1	5	533	0	0	48
2.847	1	1	285	8	2	10	935	0	0	47
2.848	1	1	285	9	2	10	935	0	0	47
2.848	1	3	285	9	1	5	533	0	0	48
2.849	1	3	285	10	1	5	533	0	0	48
2.849	1	1	285	10	2	10	935	0	0	47
2.85	1	3	286	1	1	5	533	0	0	48
2.85	1	1	286	1	2	10	935	0	0	47
2.851	1	1	286	2	2	10	935	0	0	47
2.851	1	3	286	2	1	5	533	0	0	48
2.852	1	3	286	3	1	5	533	0	0	48
2.852	1	1	286	3	2	10	935	0	0	47
2.853	1	3	286	4	1	5	533	0	0	48
2.853	1	1	286	4	2	10	935	0	0	47
2.854	1	1	286	5	2	10	935	0	0	47
2.854	1	3	286	5	1	5	533	0	0	48
2.855	1	3	286	6	1	1	217	0	0	47
2.855	1	1	286	6	2	10	935	0	0	47
2.856	1	3	286	7	1	1	217	0	0	47
2.856	1	1	286	7	2	10	935	0	0	47
2.857	1	1	286	8	2	10	935	0	0	47
2.857	1	3	286	8	1	1	217	0	0	47
2.858	1	3	286	9	1	1	217	0	0	47
2.858	1	1	286	9	2	10	935	0	0	47
2.859	1	3	286	10	1	1	217	0	0	47
2.859	1	1	286	10	2	15	1692	0	0	47
2.86	1	3	287	1	1	5	1095	0	0	98
2.861	1	3	287	2	1	1	453	0	0	98
2.862	1	3	287	3	1	1	453	0	0	98
2.863	1	3	287	4	1	1	453	0	0	98
2.864	1	3	287	5	1	1	453	0	0	98
2.865	1	3	287	6	1	1	453	0	0	98
2.866	1	3	287	7	1	1	453	0	0	98
2.867	1	3	287	8	1	1	453	0	0	98
2.868	1	3	287	9	1	1	453	0	0	98
2.869	1	3	287	10	1	1	453	0	0	98
2.87	1	3	288	1	1	1	453	0	0	98
2.871	1	3	288	2	1	5	1095	0	0	98
2.872	1	3	288	3	1	5	1095	0	0	98
2.873	1	3	288	4	1	5	1095	0	0	98
2.874	1	3	288	5	1	5	1095	0	0	98
2.875	1	3	288	6	1	5	1095	0	0	98
2.876	1	3	288	7	1	1	453	0	0	98
2.877	1	3	288	8	1	1	453	0	0	98
2.878	1	3	288	9	1	1	453	0	0	98
2.879	1	3	288	10	1	1	453	0	0	98
2.88	1	3	289	1	1	1	453	0	0	98
2.881	1	3	289	2	1	5	1095	0	0	98
2.882	1	3	289	3	1	5	1095	0	0	98
2.883	1	3	289	4	1	5	1095	0	0	98
2.884	1	3	289	5	1	5	1095	0	0	98
2.885	1	2	289	6	3	20	2385	0	0	48
2.885	1	3	289	6	1	5	533	0	0	48
2.886	1	2	289	7	3	20	2385	0	0	48
2.886	1	3	289	7	1	1	217	0	0	47
2.887	1	3	289	8	1	1	217	0	0	47
2.887	1	2	289	8	3	20	2385	0	0	48
2.888	1	2	289	9	3	20	2385	0	0	48
2.888	1	3	289	9	1	1	217	0	0	47
2.889	1	2	289	10	3	25	3422	0	0	47
2.889	1	3	289	10	1	1	217	0	0	47
2.89	1	3	290	1	1	1	217	0	0	47
2.89	1	2	290	1	3	25	3422	0	0	47
2.891	1	2	290	2	3	25	3422	0	0	47
2.891	1	3	290	2	1	5	533	0	0	48
2.892	1	2	290	3	3	25	3422	0	0	47
2.892	1	3	290	3	1	5	533	0	0	48
2.893	1	3	290	4	1	5	533	0	0	48
2.893	1	2	290	4	3	25	3422	0	0	47
2.894	1	2	290	5	3	25	3422	0	0	47
2.894	1	3	290	5	1	5	533	0	0	48
2.895	1	2	290	6	3	25	3422	0	0	47
2.895	1	3	290	6	1	5	533	0	0	48
2.896	1	3	290	7	1	5	533	0	0	48
2.896	1	2	290	7	3	25	3422	0	0	47
2.897	1	2	290	8	3	25	3422	0	0	47
2.897	1	3	290	8	1	5	533	0	0	48
2.898	1	2	290	9	3	25	3422	0	0	47
2.898	1	3	290	9	1	5	533	0	0	48
2.899	1	3	290	10	1	5	533	0	0	48
2.899	1	2	290	10	3	20	2385	0	0	48
2.9	1	2	291	1	3	20	2385	0	0	48
2.9	1	3	291	1	1	5	533	0	0	48
2.901	1	2	291	2	3	20	1572	0	0	32
2.901	1	3	291	2	1	1	145	0	0	32
2.901	1	1	291	2	2	15	1143	0	0	32
2.902	1	3	291	3	1	1	145	0	0	32
2.902	1	1	291	3	2	15	1143	0	0	32
2.902	1	2	291	3	3	20	1572	0	0	32
2.903	1	1	291	4	2	10	645	0	0	32
2.903	1	2	291	4	3	20	1572	0	0	32
2.903	1	3	291	4	1	1	145	0	0	32
2.904	1	2	291	5	3	20	1572	0	0	32
2.904	1	3	291	5	1	1	145	0	0	32
2.904	1	1	291	5	2	10	645	0	0	32
2.905	1	3	291	6	1	1	145	0	0	32
2.905	1	1	291	6	2	10	645	0	0	32
2.905	1	2	291	6	3	20	1572	0	0	32
2.906	1	1	291	7	2	10	645	0	0	32
2.906	1	2	291	7	3	20	1572	0	0	32
2.906	1	3	291	7	1	5	349	0	0	32
2.907	1	2	291	8	3	20	1572	0	0	32
2.907	1	3	291	8	1	1	145	0	0	32
2.907	1	1	291	8	2	10	645	0	0	32
2.908	1	3	291	9	1	1	145	0	0	32
2.908	1	1	291	9	2	10	645	0	0	32
2.908	1	2	291	9	3	20	1572	0	0	32
2.909	1	1	291	10	2	10	645	0	0	32
2.909	1	2	291	10	3	25	2292	0	0	32
2.909	1	3	291	10	1	1	145	0	0	32
2.91	1	2	292	1	3	25	2292	0	0	32
2.91	1	3	292	1	1	1	145	0	0	32
2.91	1	1	292	1	2	10	645	0	0	32
2.911	1	3	292	2	1	1	217	0	0	47
2.911	1	1	292	2	2	10	935	0	0	47
2.912	1	1	292	3	2	10	935	0	0	47
2.912	1	3	292	3	1	1	217	0	0	47
2.913	1	3	292	4	1	1	217	0	0	47
2.913	1	1	292	4	2	10	935	0	0	47
2.914	1	3	292	5	1	1	217	0	0	47
2.914	1	1	292	5	2	10	935	0	0	47
2.915	1	1	292	6	2	10	935	0	0	47
2.915	1	3	292	6	1	1	217	0	0	47
2.916	1	3	292	7	1	1	217	0	0	47
2.916	1	1	292	7	2	10	935	0	0	47
2.917	1	3	292	8	1	5	533	0	0	48
2.917	1	1	292	8	2	10	935	0	0	47
2.918	1	1	292	9	2	15	1692	0	0	47
2.918	1	3	292	9	1	5	533	0	0	48
2.919	1	3	292	10	1	5	533	0	0	48
2.919	1	1	292	10	2	15	1692	0	0	47
2.92	1	3	293	1	1	5	533	0	0	48
2.92	1	1	293	1	2	15	1692	0	0	47
2.921	1	1	293	2	2	15	1692	0	0	47
2.921	1	3	293	2	1	5	533	0	0	48
2.922	1	3	293	3	1	1	217	0	0	47
2.922	1	1	293	3	2	15	1692	0	0	47
2.923	1	3	293	4	1	1	217	0	0	47
2.923	1	1	293	4	2	15	1692	0	0	47
2.924	1	1	293	5	2	15	1692	0	0	47
2.924	1	3	293	5	1	1	217	0	0	47
2.925	1	3	293	6	1	1	217	0	0	47
2.925	1	1	293	6	2	15	1692	0	0	47
2.926	1	3	293	7	1	1	217	0	0	47
2.926	1	1	293	7	2	15	1692	0	0	47
2.927	1	1	293	8	2	15	1692	0	0	47
2.927	1	3	293	8	1	5	533	0	0	48
2.928	1	3	293	9	1	5	533	0	0	48
2.928	1	1	293	9	2	10	935	0	0	47
2.929	1	3	293	10	1	5	533	0	0	48
2.929	1	1	293	10	2	10	935	0	0	47
2.93	1	1	294	1	2	10	935	0	0	47
2.93	1	3	294	1	1	5	533	0	0	48
2.931	1	3	294	2	1	5	533	0	0	48
2.931	1	1	294	2	2	10	935	0	0	47
2.932	1	3	294	3	1	1	217	0	0	47
2.932	1	1	294	3	2	10	935	0	0	47
2.933	1	1	294	4	2	15	1692	0	0	47
2.933	1	3	294	4	1	1	217	0	0	47
2.934	1	3	294	5	1	1	217	0	0	47
2.934	1	1	294	5	2	15	1692	0	0	47
2.935	1	3	294	6	1	1	217	0	0	47
2.935	1	1	294	6	2	15	1692	0	0	47
2.936	1	1	294	7	2	15	1692	0	0	47
2.936	1	3	294	7	1	1	217	0	0	47
2.937	1	3	294	8	1	5	533	0	0	48
2.937	1	1	294	8	2	15	1692	0	0	47
2.938	1	3	294	9	1	5	533	0	0	48
2.938	1	1	294	9	2	10	935	0	0	47
2.939	1	1	294	10	2	10	935	0	0	47
2.939	1	3	294	10	1	5	533	0	0	48
2.94	1	3	295	1	1	5	533	0	0	48
2.94	1	1	295	1	2	10	935	0	0	47
2.941	1	3	295	2	1	5	533	0	0	48
2.941	1	1	295	2	2	10	935	0	0	47
2.942	1	1	295	3	2	15	1692	0	0	47
2.942	1	3	295	3	1	5	533	0	0	48
2.943	1	3	295	4	1	5	533	0	0	48
2.943	1	1	295	4	2	15	1692	0	0	47
2.944	1	3	295	5	1	5	533	0	0	48
2.944	1	1	295	5	2	15	1692	0	0	47
2.945	1	1	295	6	2	15	1692	0	0	47
2.945	1	3	295	6	1	5	533	0	0	48
2.946	1	3	295	7	1	5	533	0	0	48
2.946	1	1	295	7	2	15	1692	0	0	47
2.947	1	3	295	8	1	1	217	0	0	47
2.947	1	1	295	8	2	10	935	0	0	47
2.948	1	1	295	9	2	10	935	0	0	47
2.948	1	3	295	9	1	1	217	0	0	47
2.949	1	3	295	10	1	1	217	0	0	47
2.949	1	1	295	10	2	10	935	0	0	47
2.95	1	3	296	1	1	1	217	0	0	47
2.95	1	1	296	1	2	10	935	0	0	47
2.951	1	1	296	2	2	10	935	0	0	47
2.951	1	3	296	2	1	1	217	0	0	47
2.952	1	3	296	3	1	5	533	0	0	48
2.952	1	1	296	3	2	10	935	0	0	47
2.953	1	3	296	4	1	1	217	0	0	47
2.953	1	1	296	4	2	10	935	0	0	47
2.954	1	1	296	5	2	10	935	0	0	47
2.954	1	3	296	5	1	1	217	0	0	47
2.955	1	3	296	6	1	1	217	0	0	47
2.955	1	1	296	6	2	10	935	0	0	47
2.956	1	3	296	7	1	1	453	0	0	98
2.957	1	3	296	8	1	1	453	0	0	98
2.958	1	3	296	9	1	1	453	0	0	98
2.959	1	3	296	10	1	1	453	0	0	98
2.96	1	3	297	1	1	1	453	0	0	98
2.961	1	3	297	2	1	1	453	0	0	98
2.962	1	3	297	3	1	1	453	0	0	98
2.963	1	3	297	4	1	5	1095	0	0	98
2.964	1	3	297	5	1	5	1095	0	0	98
2.965	1	3	297	6	1	5	1095	0	0	98
2.966	1	3	297	7	1	5	1095	0	0	98
2.967	1	3	297	8	1	5	1095	0	0	98
2.968	1	3	297	9	1	1	453	0	0	98
2.969	1	3	297	10	1	1	453	0	0	98
2.97	1	3	298	1	1	1	453	0	0	98
2.971	1	3	298	2	1	1	453	0	0	98
2.972	1	3	298	3	1	1	453	0	0	98
2.973	1	3	298	4	1	5	1095	0	0	98
2.974	1	3	298	5	1	5	1095	0	0	98
2.975	1	3	298	6	1	5	1095	0	0	98
2.976	1	3	298	7	1	5	1095	0	0	98
2.977	1	3	298	8	1	5	1095	0	0	98
2.978	1	3	298	9	1	1	453	0	0	98
2.979	1	3	298	10	1	1	453	0	0	98
2.98	1	3	299	1	1	1	453	0	0	98
2.981	1	3	299	2	1	1	453	0	0	98
2.982	1	2	299	3	3	20	2385	0	0	48
2.982	1	3	299	3	1	1	217	0	0	47
2.983	1	2	299	4	3	20	2385	0	0	48
2.983	1	3	299	4	1	5	533	0	0	48
2.984	1	3	299	5	1	5	533	0	0	48
2.984	1	2	299	5	3	20	2385	0	0	48
2.985	1	2	299	6	3	20	2385	0	0	48
2.985	1	3	299	6	1	5	533	0	0	48
2.986	1	2	299	7	3	20	2385	0	0	48
2.986	1	3	299	7	1	5	533	0	0	48
2.987	1	3	299	8	1	5	533	0	0	48
2.987	1	2	299	8	3	25	3422	0	0	47
2.988	1	2	299	9	3	25	3422	0	0	47
2.988	1	3	299	9	1	5	533	0	0	48
2.989	1	2	299	10	3	25	3422	0	0	47
2.989	1	3	299	10	1	5	533	0	0	48
2.99	1	3	300	1	1	5	533	0	0	48
2.99	1	2	300	1	3	25	3422	0	0	47
2.991	1	2	300	2	3	25	3422	0	0	47
2.991	1	3	300	2	1	5	533	0	0	48
2.992	1	2	300	3	3	25	3422	0	0	47
2.992	1	3	300	3	1	5	533	0	0	48
2.993	1	3	300	4	1	1	217	0	0	47
2.993	1	2	300	4	3	25	3422	0	0	47
2.994	1	2	300	5	3	25	3422	0	0	47
2.994	1	3	300	5	1	1	217	0	0	47
2.995	1	2	300	6	3	25	3422	0	0	47
2.995	1	3	300	6	1	1	217	0	0	47
2.996	1	3	300	7	1	1	217	0	0	47
2.996	1	2	300	7	3	25	3422	0	0	47
2.997	1	2	300	8	3	20	2385	0	0	48
2.997	1	3	300	8	1	1	217	0	0	47
2.998	1	2	300	9	3	20	2385	0	0	48
2.998	1	3	300	9	1	5	533	0	0	48
2.999	1	3	300	10	1	1	145	0	0	32
2.999	1	1	300	10	2	10	645	0	0	32
2.999	1	2	300	10	3	20	1572	0	0	32
3	1	1	301	1	2	10	645	0	0	32
3	1	2	301	1	3	20	1572	0	0	32
3	1	3	301	1	1	1	145	0	0	32
3.001	1	2	301	2	3	20	1572	0	0	32
3.001	1	3	301	2	1	1	145	0	0	32
3.001	1	1	301	2	2	15	1143	0	0	32
3.002	1	3	301	3	1	1	145	0	0	32
3.002	1	1	301	3	2	15	1143	0	0	32
3.002	1	2	301	3	3	20	1572	0	0	32
3.003	1	1	301	4	2	15	1143	0	0	32
3.003	1	2	301	4	3	20	1572	0	0	32
3.003	1	3	301	4	1	1	145	0	0	32
3.004	1	2	301	5	3	20	1572	0	0	32
3.004	1	3	301	5	1	1	145	0	0	32
3.004	1	1	301	5	2	15	1143	0	0	32
3.005	1	3	301	6	1	1	145	0	0	32
3.005	1	1	301	6	2	15	1143	0	0	32
3.005	1	2	301	6	3	20	1572	0	0	32
3.006	1	1	301	7	2	10	645	0	0	32
3.006	1	2	301	7	3	20	1572	0	0	32
3.006	1	3	301	7	1	1	145	0	0	32
3.007	1	2	301	8	3	25	2292	0	0	32
3.007	1	3	301	8	1	1	145	0	0	32
3.007	1	1	301	8	2	10	645	0	0	32
3.008	1	3	301	9	1	1	217	0	0	47
3.008	1	1	301	9	2	10	935	0	0	47
3.009	1	1	301	10	2	10	935	0	0	47
3.009	1	3	301	10	1	5	533	0	0	48
3.01	1	3	302	1	1	5	533	0	0	48
3.01	1	1	302	1	2	10	935	0	0	47
3.011	1	3	302	2	1	5	533	0	0	48
3.011	1	1	302	2	2	10	935	0	0	47
3.012	1	1	302	3	2	10	935	0	0	47
3.012	1	3	302	3	1	5	533	0	0	48
3.013	1	3	302	4	1	5	533	0	0	48
3.013	1	1	302	4	2	10	935	0	0	47
3.014	1	3	302	5	1	1	217	0	0	47
